1956,ARRVUWA1187B9A0FE2,Orquesta Aragon,Cuba
1957,ARBFCK11187FB4C89B,Brian Eno And David Byrne,"LAS VEGAS, Nevada"
1958,AR107SB1187B9A79F9,BA(c)zu,"BA(c)zu, comme Superdupont, ne connait qu&#039;un pays : la France !"
1959,ARS8WH31187B9B8B04,Edu Lobo,Not available
1960,ARDSWIE1187FB39056,Gang Starr,"Boston, Massachusettes"
1961,ARXJSHW1187B9A2A52,Nestor Torres,"Miami, FL"
1962,ARLIIVS1187FB5583B,Philip Glass,"Baltimore, MD"
1963,ART8F8O1187B9A538D,Herbert Von Karajan,"Salzburg, Austria"
1964,ARN3O411187FB4D859,Stephan Micus,Not available
1965,AR8BMEQ1187B9B4214,Pumpkin Buzzard,Missouri
1966,ARGP7WY1187FB45464,Edmond Leung,Not available
1967,AR9ILJF1187B9B80ED,Gabriel Yared,"Beirut, Lebanon"
1968,ART8F8O1187B9A538D,Herbert Von Karajan,"Salzburg, Austria"
1969,AREPD8D1187FB3F5BC,Sister Hazel,"Gainesville, FL"
1970,ARDF8K01187FB37200,Wolfmother,"Sydney, Australia"
1971,ARRCKE61187B99377F,Janice Robinson,"Garfield, NJ"
1972,ARWMZYB1187FB480A7,The Aftermath,"BogotA! D. C., Colombia"
1973,ARJ7KF01187B98D717,Coldplay,Not available
1974,ARWC3XN1187B9A8D82,ZO2,NY - New York City
1975,ARXDOUQ11F50C4A239,Wednesday 13's Frankenstein Drag Queens From Planet 13,Not available
1976,ARI8ECO119B3403C34,Ed Byrne,Not available
1977,ARCP94M1187B9B0F56,Every Time I Die,"Buffalo, New York"
1978,ARW2U4O1187FB4408B,Andrew W.K.,New York NY
1979,ARZH3SW1187B98C96E,Onyx,Not available
1980,ARJ2PMY1187FB5B563,Burning Spear,NY - Long Island
1981,ARU35NK1187FB46CFD,Methods Of Mayhem / Scott Kirkland,Not available
1982,ARU0HTX1187B98B4C6,Lisa Lynne,California - LA
1983,ARCVMYS12454A51E6E,The Sun Harbor's Chorus-Documentary Recordings,Not available
1984,ARIZODP1187B9AD272,Bryan Ferry,"Washington, England"
1985,ARAHQDS1187FB55275,Maysa,Not available
1986,AROIL3N1187B9A9975,BLEED THE SKY,"Orange County, CA"
1987,ARPAH7U1187B9A308F,Fred Locks,Not available
1988,ARZ507V1187FB4425E,Ragheb Alama,Not available
1989,ARO41T51187FB397AB,Sasha,"Mexico City, Mexico"
1990,ARNCOPS1187FB5A086,Dolores Keane,Not available
1991,ARGESWU11F4C83BA07,Lauren Wagner & Fred Weldy,Not available
1992,ARDAE2T1187FB50796,Mr. Sancho,Not available
1993,ARBIPSC1187FB522FE,Tony Danza Tap Dance Extravaganza_ The,Not available
1994,ARC15471187FB4640C,Hurricane,Kansas
1995,ARSEUOO1187B999569,Adolph Hofner,"Moulton, TX"
1996,AR7JPF81187B988D23,Charlie McCoy,"Jackson, MS"
1997,AR1Y37Q1187B9B66D2,Suicide,"New York, NY"
1998,AREGV3K1187B9AF614,MAPtley CrA1/4e,"Los Angeles, California"
1999,ARLBNAC1187FB47151,Alex Gopher,Not available
2000,ARONPP01187B995FB5,Cockney Rejects,England
2001,ARC43071187B990240,Wayne Watson,"Wisner, LA"
2002,ARG3UX61187B9AC05A,D.O.W.N.,Not available
2003,AR5M35O1187B9A0D74,SOL,Los Angeles California USA
2004,AR32PK91187FB4D6E2,Philip Bailey,"Denver, CO"
2005,ARZEA421187FB5B5BA,Lee Michaels,"Los Angeles, CA"
2006,AREV2491187B9B017E,Mobb Deep,"Queensbridge, NY"
2007,AR23EC41187FB4805D,The American Boychoir,New Jersey
2008,AR7H21J1187FB40C69,Mr. Lif,Not available
2009,ARASWKT1187B9923B7,Felix Slatkin/Concert Arts Symphonic Band,"St. Louis, MO"
2010,ARK0VFZ1187FB4309B,Shirley Caesar,"DURHAM, North Carolina"
2011,ARK9K3O1187B98F504,Cherrelle,"Los Angeles, CA"
2012,ARWGIOC1187FB4CBEF,Jim Chappell,United States
2013,ARFVYJI1187B9B8E13,Pearl Jam,"Seattle, WA"
2014,AR2KSTE1187FB57A36,Petra,"Fort Wayne, Indiana"
2015,ARUWLCL1187FB549B8,Yamandu + Dominguinhos,Not available
2016,ARHWVGW1187FB41479,The Paul Butterfield Blues Band,Not available
2017,ARVXKTV1187FB44139,Arsonists Get All The Girls,"Santa Cruz, CA"
2018,ARMIMHT1187B98F038,Teena Marie,"Santa Monica, CA"
2019,AR8XG9J1187FB418C1,Jerry Butler,"Sunflower, MS"
2020,ARALUUG1187FB58696,Irma Thomas,"Ponchatoula, LA"
2021,ARO41T51187FB397AB,Sasha,"Mexico City, Mexico"
2022,ARXR2N11187B99857E,Hot Wire,"Newbury Park, CA"
2023,ARX9YIP1187B98A656,RUN-DMC,Not available
2024,ARJQ8WU1187FB37FCD,Patrick Saint-Eloi,Not available
2025,ARY53RR1187B9AE485,Avril Lavigne,"Napanee, Ontario, Canada"
2026,ARWLV931187B9B0F5A,Evergreen Terrace,"Jacksonville, FL"
2027,AR286CH1187B9B8441,James Ingram,"Akron, OH"
2028,AR0IAWL1187B9A96D0,Danilo Perez / Claus Ogerman,Panama
2029,AREPD8D1187FB3F5BC,Sister Hazel,"Gainesville, FL"
2030,AR323JD1187FB483D0,Solomon,New York
2031,ARJRQL51187FB541AB,Juan Carlos Baglietto,Not available
2032,AR6U6C51187B9B6F68,Jean-Yves Thibaudet / Gewandhausorchester Leipzig / Herbert Blomstedt,Not available
2033,ARLSGUY1187B98AEBC,Crabby Appleton,USA
2034,ARBJFXO122C8677DF0,Dave Rave_ Mark McCarron,CANADA - Ontario
2035,ARINXZA1187FB56902,Remi Nicole,Not available
2036,AR8R2KI11C8A415967,AndrA(c) Blot,Not available
2037,ARHOSMU1242078130D,All Leather,Not available
2038,ARJ7SQ31187B9AF432,Billy Bragg,"Barking, Essex, England"
2039,AR7AOEJ1187FB3D279,Little Milton,"Inverness, MS"
2040,ARFT5CP1187FB50263,Junior Jack,Not available
2041,ARH861H1187B9B799E,Johnny Cash,"Kingsland, AR"
2042,AR38I491187B9B2F2D,Lil Boosie,Not available
2043,ARTBQTE1187B9B8A0F,Candlebox,"Seattle, WA"
2044,ARKC83D1187B9AB367,Mark Lowry,Not available
2045,AR9YWMS1187FB43A34,Dinosaur Jr.,"Amherst, MA"
2046,ARXB7B21187B98BEF0,Marisela,Not available
2047,AR37E341187B989A3E,Wilshire,"GREENSBORO, North Carolina"
2048,ARN8NCB1187FB49652,Lionel Rogg,"Geneva, Switzerland"
2049,ARHYNR9119B8668FA3,The Oh Sees,Not available
2050,ARBZAIL1187FB5B1C8,Bob Margolin,"Boston, MA"
2051,ARBJC9U1187B9A70AC,Kitty Kallen,"Philadelphia, PA"
2052,ARAOAHG1241B9C8D9B,Autonomous Bass Heads,Not available
2053,ARMYKRB1187B98CFF0,Cowboy Mouth,Not available
2054,ARG36WO1187B9B3A9A,Jeff Talmadge,Georgia
2055,AREUYDJ1187B9BA040,Krystof,"HavAAov, AeskA! republika"
2056,ARAOADX1187B98AED3,Dwight Twilley,"Tulsa, OK"
2057,AR1VCLT1187FB4C8AC,Tum Tum,Not available
2058,AR7ZI7Z1187B98BF55,MA$?go de Oz,Not available
2059,ARJDMBO1187B9AD118,Johnny Osbourne,Not available
2060,ARDZJ6H1187FB387F2,Moraes Moreira,Not available
2061,AR3JLWI1187FB37141,Darko,GLEN BURNIE
2062,AR2KSTE1187FB57A36,Petra,"Fort Wayne, Indiana"
2063,AREENKN1187B98F35D,Plasmatics,"New York, NY"
2064,AR9AM2N1187B9AD2F1,Inspiral Carpets,"Manchester, England"
2065,ARR40ZV1187B9A10A8,Stern,Pennsylvania
2066,ARZDUJG1242077E2C5,Yuridia,Not available
2067,ARN7OQ21187FB5A6B3,Furry Lewis,"Greenwood, MS"
2068,ARG09R51187FB4D5C2,Bryan White,"Lawton, OK"
2069,ARJ3DXR1187FB4F879,Dirty Harry,Washington
2070,ARLMCCW1241B9CE7CB,Kurt Tepperwein,Not available
2071,AR6IJ6U1187B99FC7C,Alberto Cortez,Not available
2072,ARMPQIE1187FB3D4EB,Bounty Killer,"Kingston, Jamaica"
2073,ARO7FES1187B9A59BE,M.I.K.E.,"Antwerp,Belgium, New York"
2074,ARBB58Y1187B9B621B,Bill & Gloria Gaither,Not available
2075,AR3TITY1187B99E790,Gyptian,Not available
2076,ARRESZG1187B9A3FBF,Les Hou-Lops,Not available
2077,ARXGASQ1187FB3C727,Camp Lo,"New York, NY [Bronx]"
2078,ARSF4161187B9B449F,The Gone Jackals,Not available
2079,ARU868Z1187FB47319,Wonderland,Mass. - Western
2080,ARTXGGI1187B9B3D58,Blackalicious,"Davis, CA"
2081,ARALP6I1187B989E27,The Shirelles,"Passaic, NJ"
2082,ARJ2PMY1187FB5B563,Burning Spear,NY - Long Island
2083,ARSW5F51187FB4CFC9,Alice In Chains,"Seattle, WA"
2084,ARANIJI11F4C83EFD2,Toots & The Maytals,Not available
2085,ARUYVDC12086C11D5C,Fever Ray,Stockholm
2086,AR2UQQ51187B9AC816,Gipsy Kings,"Arles, France"
2087,ARHFEBO11F50C4825A,Flor Silvestre,Not available
2088,ARXOUML1187FB48ACB,Patrick Lamb,Portland
2089,AR0CDSK1187FB52ED6,Asleep At The Wheel,"Paw Paw, WV"
2090,ARDDWUI1187FB379F7,Amoral,"Helsinki, Finland"
2091,AROLDZG1187FB50AFB,Melvins,"Aberdeen, WA"
2092,ARHONG11187FB3B120,L.A. Guns,katy
2093,ARDKSWK1187B99092B,Stan,UK - England - North East
2094,ARWAPYC1187FB3FCAF,S.U.P,Not available
2095,ARPQ4Z01187FB3A736,Butthole Surfers,"San Antonio, TX"
2096,ARE73DO1187B9B9DDE,Los Brujos,Not available
2097,ARS86AJ1187B9B4225,Janis Joplin,"Port Arthur, TX"
2098,ARBQ5TQ1187B992B8A,Vivian,CANADA - Ontario
2099,AR0KBXO1187B996460,Slipknot,"Des Moines, Iowa"
2100,ARCDLDD11F33E000A4,Varios,Not available
2101,ARROUEA1187FB4AA0F,Atom,Washington
2102,ARN6EWN1187B9A4600,Jimmy Wyble,"Port Arthur, TX"
2103,AR08NXW1187B99526D,Die Symphony,Missouri
2104,ARUUXNF1187B98FB36,Charlie Peacock,Not available
2105,ARZMWNY1187B99EBF1,Paul Geremia,"Providence, RI"
2106,AR4GP451187FB3F2BB,Andy Griffith,Not available
2107,ARUAKAN1187FB48204,Walter Trout,"Ocean City, NJ"
2108,AR3RNXB1187B98F0B4,Monique Marvez,Not available
2109,ARFZDSJ1187FB494AB,Dancecore Allstars,Not available
2110,AR9LJ9D1187FB4303D,Sean Kingston,"Kingston, Jamaica"
2111,ARE36MM1187B991E50,Blind Lemon Jefferson,"Couchman, TX"
2112,AR9HNKW1187FB57EC6,Mei Chi Chiang,Not available
2113,AR9ILJF1187B9B80ED,Gabriel Yared,"Beirut, Lebanon"
2114,ARRJFJ31187B9961EF,Sergio Dalma,Not available
2115,ARK9W051187FB4B783,Zombina & The Skeletons,Not available
2116,ARMZJIZ1241B9CA2DB,The Jane Shermans,United States
2117,ARDVZTE1187FB5A0A1,Bon Jovi,"Sayreville, NJ"
2118,ARGAJDQ11F50C4EDDF,Dan Shen_ Gruppo Vocale Cantemus_ Ensemble Airone_ Luigi Marzola,Not available
2119,ARUNYOW1187FB43F2A,Blind Boy Fuller,"Wadesboro, NC"
2120,AR4L5ZC1187FB450A4,Bescenta,Not available
2121,AR0TZ7T1187B994E37,"Dave ""Baby"" Cortez","Detroit, MI"
2122,AR5IDI61187FB43E75,Bloomfield,Not available
2123,ARW2U4O1187FB4408B,Andrew W.K.,New York NY
2124,ARH1LE01187B98D68D,John Debney,Not available
2125,AR8B1WY1187FB38366,Rakim,"Long Island, NY"
2126,ARLDW2Y1187B9B544F,Tommy James And The Shondells,"Dayton, OH"
2127,ARIZCNG12802FDFC69,Coraleena Ellis,Not available
2128,ARB29H41187B98F0EF,Terry Callier,Chicago
2129,AR0V36F1187FB366B1,The Chieftains,Ireland
2130,ARJO8W91187B9AB734,Count Ossie,Not available
2131,ARJBWQI1187B9B17D1,Trivium,"Orlando, FL"
2132,ARUUXNF1187B98FB36,Charlie Peacock,Not available
2133,ARWZE8O1187B9B8480,Elmer Bernstein,"New York, NY"
2134,AREUIRT11F4C8408E6,Peter Spence,UK - England - West Midlands
2135,ARW1DZQ1187B9A18E0,Vusi Mahlasela,Not available
2136,ARSDSMG1187B98CB59,Eddie Cantor,"New York, NY"
2137,ARN8NCB1187FB49652,Lionel Rogg,"Geneva, Switzerland"
2138,ARDPPNV11F4C842433,Marimba Alma De Chiapas De Juan Palacios,Not available
2139,AR858UO1187FB437B4,Precious Bryant,North Carolina
2140,ARRJNTE1187FB44E12,Casiotone For The Painfully Alone,Not available
2141,ARHINI31187B995C1D,Singing Melody,Not available
2142,AROMMO41187B99F8FF,Jeff Wahl,Colorado
2143,AROATPL1187FB48E12,UFO,Arizona
2144,ARSIECN1257509EBB0,Kapelle Herrenweide,Not available
2145,ARFRKCM1187B99A041,Jamie Richards,Shawnee OK
2146,AR2B8ON1187FB58456,Marcelo Radulovich,Not available
2147,ARBSAVH1241B9CA637,Antonio Koudele,Not available
2148,ARH1LE01187B98D68D,John Debney,Not available
2149,ARO6WZY1187FB3A86E,Sonic Subjunkies,Not available
2150,AR3JMC51187B9AE49D,Backstreet Boys,"Orlando, FL"
2151,AR8FMEN1187FB4A657,Lizzy Borden,"Los Angeles, CA"
2152,ARZXYRK1187B99E432,John Stevens,Madrid
2153,AR1DGSO1187FB59B15,Eddie Turner,Not available
2154,ARP7DLV1187FB4EF07,Pretty Boy Floyd,California - LA
2155,ARCZ42S1187B98C0D7,DJ Slugo,Not available
2156,AR83XLX1187B991E33,Chris Rodriguez,Not available
2157,ARTML781187B9AF080,Neeme Jarvi,Not available
2158,ARN2C4X1187B9B363C,Jack Off Jill,"Ft. Lauderdale, FLORIDA"
2159,ARMSL551187FB3F4B0,K's Choice,Not available
2160,ARL3VGT1187FB40E8E,Los Fabulosos Cadillacs,Buenos Aires.
2161,ARKKYQD11F4C83D170,NAZCA PERU,Not available
2162,ARHWRBR119B8669309,Hatesex,Not available
2163,ARCT5P61187FB3D950,The Impressions,United States
2164,ARMTXSP1187B990581,Sheila Walsh,Not available
2165,AR5LE4K1187FB4C3BE,John Hiatt,"Indianapolis, IN"
2166,ARH0Z131187B9B69E9,Kool Moe Dee,"Harlem, New York, NY"
2167,ARB5S4L1187FB4AD20,Carlos Ponce,Not available
2168,AR323JD1187FB483D0,Solomon,New York
2169,ARWLJLY1187B9AD881,Desert Dwellers,Not available
2170,AR9OTFC11C8A415220,D.A.D.,Copenhagen (Denmark)
2171,ARDPTGD1187B9AD361,Brand X,"Sikeston, MO"
2172,ARTDQRC1187FB4EFD4,Black Eyed Peas,"Los Angeles, CA"
2173,AR8FMEN1187FB4A657,Lizzy Borden,"Los Angeles, CA"
2174,ARXGICZ1187FB444DD,The Merry Macs,"Minneapolis, MN"
2175,ARGS67J1187FB3FC1A,Righteous Brothers,California
2176,AROJ4RQ1187FB50102,Pinch feat. Rudey Lee,Illinois
2177,ARD7TVE1187B99BFB1,Casual,California - LA
2178,ARUHYH21187B98BA89,The Tragically Hip,"Kingston, Ontario, Canada"
2179,AREXX3T1187B989950,Scott Krippayne,Washington
2180,ARXPPEY1187FB51DF4,Michael Jackson,Not available
2181,ARPNDSH1187B9B942F,Sui Generis,Not available
2182,ARPTHEV123E29C17B3,Flowin Immo et Les Freaqz,Not available
2183,AR3USQW1187FB4A90D,Bebo Norman,Not available
2184,ARKQ6QN1187B9B016D,Photek,"Ipswich, England"
2185,ARUK0W21187B995456,Isabel Pantoja,Not available
2186,ARNR58F1187FB52FA9,BigElf,Not available
2187,ARWGY6U1187B98B228,Orquesta Sublime,Cuba
2188,ARYN2M61187B995BD6,Juanes,"Medellin, Colombia"
2189,AR6IJJ41187B98C872,Bobby Pulido,"Edinburg, TX"
2190,AROI96Z1187B9A5304,Mish Mash,Not available
2191,AREDCT51187B9A6DA6,Alex Fong,Not available
2192,ARM4J201187B9B8B3B,Gustavo Santaolalla,"Buenos Aires, Argentina"
2193,ARNLOIO11F4C841019,Isaacs,Tennessee
2194,ARYGSFW1187FB519B1,Mike And The Mechanics,United Kingdom
2195,ARKQN8X1187B99221C,Joe Rogan,"Newark, NJ"
2196,ARHKQGH1187B9A4DB4,In Extremo,Not available
2197,ARP72BU1187B99CD9A,Who Made Who,Not available
2198,ARLQ5EV1187FB4491D,Don Francisco,Colorado
2199,ARJ5FD21187FB43F12,Mavado,Not available
2200,AR25LGJ1187B9B2492,Doug Sahm Tex Mex Trip,"San Antonio, TX"
2201,ARGYHUI1187B9AC2A5,Hanoi Rocks,Not available
2202,ARWGY6U1187B98B228,Orquesta Sublime,Cuba
2203,AR2WUJP1187B99364C,Nicola Fasano feat. Paula B.,Not available
2204,AREBSCJ1241B9C7BDF,Staatskapelle Dresden/Herbert Blomstedt,Not available
2205,ARRSNAA11F50C49717,Ocho y Media,Not available
2206,AR3TG3X1187FB4D577,Atari Teenage Riot,"Berlin, Germany"
2207,ARX9YIP1187B98A656,RUN-DMC,Not available
2208,ARDW74M1187B98DA34,Bill & Gloria Gaither,Not available
2209,AR2H1J41187FB5C640,Danny Elfman,"Los Angeles, California"
2210,AR243ZT1187B9A98D2,Otis Spann,"Jackson, MS"
2211,ARFUSID1241B9C9462,Daniela DessA!,Genova
2212,AR4MCB01187B98BF5C,Atman,Not available
2213,ARTHWIZ1187FB4258D,Frank Ifield,"Coventry, England"
2214,AR0QL3J1187FB3748E,Clara Nunes,Not available
2215,AR0B8CT1187B9B2CF3,Fyah Blaze,Not available
2216,ARDE7I31187FB43352,Gonzalo Rubalcaba,"Havana, Cuba"
2217,ARYF20K1187B9B76BD,George Lopez,"ORANGE, California"
2218,ARMB95F1187B9B5B93,Cam'Ron / Juelz Santana,"Harlem, NY"
2219,ARGXXNS1187FB4BAA4,Minipop,Corte Madera CA
2220,AREUYDJ1187B9BA040,Krystof,"HavAAov, AeskA! republika"
2221,AR2BBHS1187FB4AE06,Jeff Beck Group,Not available
2222,ARL62M311C8A4213F2,Katie Armiger,Not available
2223,AR7KA5V1187FB44E6B,The Del McCoury Band,Not available
2224,ARENLSD1241B9C71B9,Mack and Jamie,Not available
2225,ART97VL1187FB3BD45,F4,Not available
2226,ARWV4FQ11C8A42ABCE,Dhamika,Sweden
2227,ARTYGL51187B98F9D3,K.T. Oslin,"Crossett, AR"
2228,ARPH0O91187B99706D,Taste,Ireland
2229,AR2O3B51187B98CD94,Cece Winans,"Charlotte, NC"
2230,AR1IY3B1187B98B384,Joanna Connor,"Brooklyn, NY"
2231,ARISHTQ1187FB3E6F0,Ben E. King,Not available
2232,ARANIJI11F4C83EFD2,Toots & The Maytals,Not available
2233,ARO08R311C8A414C15,The LeRoi Brothers,Not available
2234,ARI8GY11187B988DF4,Hemdale,Not available
2235,AREOGMA1187B9908EF,Hot Tuna,"San Francisco, CA"
2236,AR2AGLK1187B9AAAD0,Year Long Disaster,"Los Angeles, CA"
2237,AR41B9G1187B990D63,Sam Fan Thomas,Not available
2238,AR6Y8JF1187B9BA1D5,Jimmy Witherspoon,"Gurdon, AR"
2239,AR9OLFX1187B9A5762,Bob Wills,"Kosse, TX"
2240,ARPAAPH1187FB3601B,Bacilos,Not available
2241,ARGY96L1187FB410ED,Jimmy McGriff,"Philadelphia, PA"
2242,AR9YI7H1187B9960E3,Dobet GnahorA(c),BELGIUM
2243,ARVHJV91187B9B7C91,Terminal 11 feat. b.b0Nd,Not available
2244,ARGKWSI11F50C488CC,Smidi Beats,Nevada
2245,AR8J63I119B8668504,Red I Flight,Not available
2246,ARVD9M11187FB49291,Headhunter,Not available
2247,ARO4H5M1187FB4384D,Adrenaline,"Chicago, IL"
2248,ARNSTES1187FB4FC9B,Shinehead,"London, England"
2249,AR6PMJQ1187B9B9655,3 Steps Ahead,Not available
2250,AR2XI6G1187B9AE7DA,Fat Joe,"Bronx, NY"
2251,ARLNSD41187FB4D9A0,Sergio Franchi,Italy
2252,AROGAPH1187B98CF9C,BA(c)nabar,Not available
2253,ARYZ1NG1187FB3FD40,Cool cavemen,"Lille, France"
2254,ARJDMBO1187B9AD118,Johnny Osbourne,Not available
2255,AR2NJG71187FB5203E,Roni Size,"Bristol, England"
2256,ARHINI31187B995C1D,Singing Melody Feat. Robyn,Not available
2257,ARDCQM61187B9951CE,Sneaky Sound System,"Sydney, Australia"
2258,ARELFAE1187FB40D0A,Bally Sagoo,Not available
2259,ARMWXUE1187B9B9D3D,Los Titanes,Not available
2260,ARD842G1187B997376,Blue Rodeo,"Toronto, Ontario, Canada"
2261,ARDUJZJ1252CCFA253,Whitney Cummings,Not available
2262,ARUG6DV1187B992475,Willie Clayton,"Indianola, MS"
2263,ARZCXO91187FB53708,Justin,Georgia
2264,ARODBRG1187FB3FD99,Nick Cave & The Bad Seeds,Not available
2265,ARFLBJQ1187B9B928D,Nando Lauria,Not available
2266,AR7JPF81187B988D23,Charlie McCoy,"Jackson, MS"
2267,ARL7K851187B99ACD2,Andy Andy,Not available
2268,AR1W3MA1187B99E6D8,Danny Wright,Texas
2269,AR7TTCH1187FB3F95C,Leon Russel,"Lawton, OK"
2270,AR022JO1187B99587B,Ross,Indonesia
2271,ARBPRTL11F4C83CB05,Oak Ridge Boys,Not available
2272,ARIQD5J1187B98D8DC,Kerson,Texas
2273,AR3THYK1187B999F1F,JoAPSo Gilberto / Gilberto Gil / Caetano Veloso,Not available
2274,ARZRTZT124549A402A,Army of the Pharoahs,Not available
2275,ARHXWB01187B9A205C,Jean Gabin,Not available
2276,AR6XZ861187FB4CECD,The Beatles,"Liverpool, England"
2277,ARTZMXB1187B990A55,Streetwize,Not available
2278,ARNSAEA1187B9B908E,Cheo Feliciano,"Ponce, Puerto Rico"
2279,ARWVOHH1187FB5974B,Screamin' Jay Hawkins,"Cleveland, OH"
2280,AR4MCB01187B98BF5C,Atman,Not available
2281,ARIQZ2V1187B98E546,A-Studio,Not available
2282,ARFAKQ01187B990163,Georges Delerue,Not available
2283,ARAEXD61187B9B7543,Bellatrax feat. Tina Cousins,Not available
2284,ARP4QQS1187B998E46,Forensics,UK - England - London
2285,AROSI8L1187B9ACD43,Ice Cube,"Los Angeles, CA"
2286,ARH1UTX1187FB50CAA,Bobby Capo,Puerto Rico
2287,ARFLHWV1187FB4E77F,Sandy Posey,"Jasper, AL"
2288,AROSI8L1187B9ACD43,Ice Cube,"Los Angeles, CA"
2289,ARPMJGA11F4C83BDFE,US Coast Guard Band,Not available
2290,ARFCOGY1187FB454B4,The Winans,"Detroit, MI"
2291,ARY1QJF1187B98EF3F,Kathleen Madigan,California - LA
2292,ARN3O411187FB4D859,Stephan Micus,Not available
2293,ARRRVMG1187FB532AC,Radney Foster,"Del Rio, TX"
2294,AR9YS621187FB5AC07,The Clark Sisters,Not available
2295,ARL1QL91187B994B08,A Challenge Of Honour,Not available
2296,ARXB7B21187B98BEF0,Marisela,Not available
2297,ARPOQKS1187B988FE2,Ed Calle,Florida
2298,ARTPVDV1187B9A61F1,Johnny Keating & All Stars,Not available
2299,AROG07L1187FB4C826,Boards of Canada,Scotland
2300,AR06IFV1187B9977EC,MU330,"St. Louis, MO"
2301,ARIWB161187B9AA1D5,Simon & Garfunkel,"Forest Hills, Queens, New York City, NY, USA"
2302,ARYT3BY1187B98C20E,Ed Ames,"Malden, MA"
2303,ARL5BEN1187B98E4D9,Jah Cure,"Montego Bay, Jamaica"
2304,ARPAAHK1187B9ABB00,Nickelback,"Hanna, Alberta, Canada"
2305,ARKON4P1187B98B291,Ron Goodwin,"Plymouth, Devon, England"
2306,ARB78VW1187B98F81C,George Nooks,Not available
2307,ARXZP9T1187FB4565D,Willie Clancy,"Miltown Malbay, Ireland"
2308,ARO0QD41187FB3AB0A,Keb' Mo',"Los Angeles, CA"
2309,ARJXULI11F4C83C865,Bela Fleck And The Flecktones,Not available
2310,AR65OLD1187FB5C103,P.o.d,Not available
2311,AR1DC0611A348EFB30,Statues,"Sudbury, Ontario - Canada"
2312,AREWQSE1187B9AEC6C,The Jackson Southernaires,Mississippi
2313,AR7KA5V1187FB44E6B,The Del McCoury Band,Not available
2314,ARBQ5TQ1187B992B8A,Vivian,CANADA - Ontario
2315,ARQUMH41187B9AF699,Linkin Park,"Los Angeles, CA"
2316,ARDUJZJ1252CCFA253,Whitney Cummings,Not available
2317,ARGIABO1187FB4B3B5,Ronnie Milsap,"Robbinsville, NC"
2318,ARJA1841187FB3A029,David Bowie,"London, UK"
2319,AR8RXRI1187FB4104B,The Roots,"Philadelphia, Pennsylvania, U.S."
2320,ART35UC1187FB4CC25,The Flies,Not available
2321,ARSQDUN1187B98D7D7,EPMD,allentown Pennsylvania USA
2322,AR00LNI1187FB444A5,Bruce BecVar,Not available
2323,AR7GUNF1187B990CCF,Between The Buried And Me,"Charlotte, NC"
2324,ARQ6DNW1187FB4DF1D,Deborah Coleman,"Portsmouth, VA"
2325,ARB4ZRM1187B993147,Dark Fortress,Not available
2326,ARL47TY11C8A416938,Time Factory,Not available
2327,ARMT23H1187B995083,Emilio,"SAN ANTONIO, Texas"
2328,ARN03F71187FB4E3F4,Ayo,United States
2329,ART6QCS1187FB40CBD,Los AutA(c)nticos Decadentes,Not available
2330,AR8W8DN1187FB35ED0,The Germs,"Los Angeles, CA"
2331,ARPINYO12454A2E4AB,Deathstar,Washington
2332,ARIRBO11187FB4B219,Donna The Buffalo,Not available
2333,ARZL6CE1187FB3F264,Mindy McCready,"Fort Meyers, FL"
2334,ART70HI1187B9A37BC,Elmore James,"Richland, MS"
2335,ARMBTFC1187FB56343,Korn,"Bakersfield, CA"
2336,ARYCP7D1187B99516B,Pat Travers,"Toronto, Canada"
2337,AR4WS1U1187FB5B02E,Bobby Russell,"Nashville, TN"
2338,ARSK4D11187B9BA046,Lisa Lisa & Cult Jam (featuring Full Force),Not available
2339,ARBAUDK1187FB3BD7F,Sugarman Three,Not available
2340,AR035N21187FB3938E,BT,Earth
2341,ARDPZFB1187B9A91C3,Gisele MacKenzie,"Winnipeg, Manitoba, Canada"
2342,ARBYBBY11F4C8458A8,Faking David,Not available
2343,ARSPQ0H1187B999944,Eric Burdon,"Walker-on-Tyne, England"
2344,AR26XQ61187FB36CF3,Geggy Tah,Not available
2345,ARB06Z71187B99049A,Seamus Egan,Not available
2346,AR1ZZOW1187B99BA84,Bumblefoot,New Jersey
2347,ARNEL2O1187FB4421A,Bukka White,"Houston, MS"
2348,ARDI88R1187B98DAB2,Foxy Brown / Total,Not available
2349,ARWPHDF1242077F0B8,:Blacks On :Blondes,Not available
2350,AR2W4T81187FB410A7,David Gilmour Featuring Richard Wright,"Cambridgeshire, England"
2351,AR3WMW01187B9921F7,Schizoid,Not available
2352,ARE8GLF1187FB52532,Red Hot Chili Peppers,Not available
2353,AR3FOK11187FB3F4EE,Seven Mary Three,Not available
2354,ARKEZNY1187B9B7F6C,Irini Merkouri,Not available
2355,AROUOZZ1187B9ABE51,Willie Bobo,"New York, NY [Spanish Harlem]"
2356,AR2D0XK1187B98EC4A,Johnny Pearson,Not available
2357,ARV38Z81187B98E608,The Jets & The Sharks & Leonard Bernstein&The New York Philharmonic Orchestra,Not available
2358,ARCRR5X1187FB3BD4A,Elva Hsiao,Not available
2359,ARE2XN81187B98BB83,Alexis HK,Not available
2360,ARLLUSZ1187B98ACDC,Tha Liks featuring King T,Not available
2361,ARZHXR61187FB3D065,The Family Stand,Brooklyn
2362,AR4UJ7O1187B994010,Buddy Johnson,"Darlington, SC"
2363,ARNTTHK1187B98FF64,Andy & Lucas,CA!diz
